"행정구역(시군구)별","성별","연령별",2024
"울산광역시","남자","65세",8661
"울산광역시","남자","66세",7979.5
"울산광역시","남자","67세",7360.5
"울산광역시","남자","68세",6881.5
"울산광역시","남자","69세",6302.5
"울산광역시","남자","70세",5447.5
"울산광역시","남자","71세",5062
"울산광역시","남자","72세",4472.5
"울산광역시","남자","73세",3859
"울산광역시","남자","74세",3691
"울산광역시","남자","75세",3542
"울산광역시","남자","76세",3317
"울산광역시","남자","77세",2692
"울산광역시","남자","78세",2056.5
"울산광역시","남자","79세",1838.5
"울산광역시","남자","80세 이상",11225
"울산광역시","남자","80세",1850
"울산광역시","남자","81세",1896.5
"울산광역시","남자","82세",1637.5
"울산광역시","남자","83세",1233.5
"울산광역시","남자","84세",1064.5
"울산광역시","남자","85세 이상",3543
"울산광역시","남자","85세",869
"울산광역시","남자","86세",656
"울산광역시","남자","87세",506.5
"울산광역시","남자","88세",400
"울산광역시","남자","89세",323.5
"울산광역시","남자","90세",259.5
"울산광역시","남자","91세",172.5
"울산광역시","남자","92세",117
"울산광역시","남자","93세",79
"울산광역시","남자","94세",65
"울산광역시","남자","95세",42
"울산광역시","남자","96세",20.5
"울산광역시","남자","97세",13
"울산광역시","남자","98세",5
"울산광역시","남자","99세",5
"울산광역시","남자","100세 이상",9.5
"울산광역시","여자","계",533706
"울산광역시","여자","0세",2493.5
"울산광역시","여자","1세",2562
"울산광역시","여자","2세",2785
"울산광역시","여자","3세",3078
"울산광역시","여자","4세",3405.5
"울산광역시","여자","5세",3710.5
"울산광역시","여자","6세",4029
"울산광역시","여자","7세",4550
"울산광역시","여자","8세",5100
"울산광역시","여자","9세",5307
"울산광역시","여자","10세",5308.5
"울산광역시","여자","11세",5543
"울산광역시","여자","12세",5619
"울산광역시","여자","13세",5410.5
"울산광역시","여자","14세",5241
"울산광역시","여자","15세",5217.5
"울산광역시","여자","16세",5500.5
"울산광역시","여자","17세",5316
"울산광역시","여자","18세",4832
"울산광역시","여자","19세",4462.5
"울산광역시","여자","20세",4298
"울산광역시","여자","21세",4152
"울산광역시","여자","22세",4343.5
"울산광역시","여자","23세",4996
"울산광역시","여자","24세",5192.5
"울산광역시","여자","25세",5169.5
"울산광역시","여자","26세",5462.5
"울산광역시","여자","27세",5663.5
"울산광역시","여자","28세",5917
"울산광역시","여자","29세",6131
"울산광역시","여자","30세",6081.5
"울산광역시","여자","31세",6183.5
"울산광역시","여자","32세",6452
"울산광역시","여자","33세",6201
"울산광역시","여자","34세",5982
"울산광역시","여자","35세",5971.5
"울산광역시","여자","36세",5936.5
"울산광역시","여자","37세",6104
"울산광역시","여자","38세",6348.5
"울산광역시","여자","39세",6713.5
"울산광역시","여자","40세",7457.5
"울산광역시","여자","41세",8458
"울산광역시","여자","42세",9009
"울산광역시","여자","43세",9171.5
"울산광역시","여자","44세",9145.5
"울산광역시","여자","45세",8337
"울산광역시","여자","46세",8015
"울산광역시","여자","47세",8146
"울산광역시","여자","48세",8170
"울산광역시","여자","49세",8832.5
"울산광역시","여자","50세",9496.5
"울산광역시","여자","51세",9773.5
"울산광역시","여자","52세",10081
"울산광역시","여자","53세",10400
"울산광역시","여자","54세",10537.5
"울산광역시","여자","55세",10822
"울산광역시","여자","56세",10809.5
"울산광역시","여자","57세",9984.5
"울산광역시","여자","58세",9702.5
"울산광역시","여자","59세",9684
"울산광역시","여자","60세",9002
"울산광역시","여자","61세",9079
"울산광역시","여자","62세",9857.5
"울산광역시","여자","63세",10046
"울산광역시","여자","64세",9425.5
"울산광역시","여자","65세",8507
"울산광역시","여자","66세",7998
"울산광역시","여자","67세",7502
"울산광역시","여자","68세",7216
"울산광역시","여자","69세",6523
"울산광역시","여자","70세",5517.5
"울산광역시","여자","71세",5297
"울산광역시","여자","72세",4670
"울산광역시","여자","73세",4009
"울산광역시","여자","74세",3860
"울산광역시","여자","75세",3734.5
"울산광역시","여자","76세",3597
"울산광역시","여자","77세",3003
"울산광역시","여자","78세",2333.5
"울산광역시","여자","79세",2355
"울산광역시","여자","80세 이상",21370
"울산광역시","여자","80세",2544
"울산광역시","여자","81세",2719.5
"울산광역시","여자","82세",2482.5
"울산광역시","여자","83세",2008
"울산광역시","여자","84세",1872
"울산광역시","여자","85세 이상",9744
"울산광역시","여자","85세",1705.5
"울산광역시","여자","86세",1487.5
"울산광역시","여자","87세",1282.5
"울산광역시","여자","88세",1133.5
"울산광역시","여자","89세",962
"울산광역시","여자","90세",779
"울산광역시","여자","91세",626.5
"울산광역시","여자","92세",492
"울산광역시","여자","93세",352
"울산광역시","여자","94세",261.5
"울산광역시","여자","95세",202.5
"울산광역시","여자","96세",156
"울산광역시","여자","97세",111.5
"울산광역시","여자","98세",73
"울산광역시","여자","99세",48.5
"울산광역시","여자","100세 이상",70.5
"세종특별자치시","계","계",387775.5
"세종특별자치시","계","0세",2730
"세종특별자치시","계","1세",3000.5
"세종특별자치시","계","2세",3411.5
"세종특별자치시","계","3세",3670
"세종특별자치시","계","4세",3920.5
"세종특별자치시","계","5세",4333.5
"세종특별자치시","계","6세",4746.5
"세종특별자치시","계","7세",5218
"세종특별자치시","계","8세",5681.5
"세종특별자치시","계","9세",5724.5
"세종특별자치시","계","10세",5553
"세종특별자치시","계","11세",5762
"세종특별자치시","계","12세",5808.5
"세종특별자치시","계","13세",5640
"세종특별자치시","계","14세",5419.5
"세종특별자치시","계","15세",5255.5
"세종특별자치시","계","16세",5197.5
"세종특별자치시","계","17세",4818
"세종특별자치시","계","18세",4278
"세종특별자치시","계","19세",3867
"세종특별자치시","계","20세",3758
"세종특별자치시","계","21세",3490
"세종특별자치시","계","22세",3287.5
"세종특별자치시","계","23세",3491.5
"세종특별자치시","계","24세",3591
"세종특별자치시","계","25세",3529
"세종특별자치시","계","26세",3617.5
"세종특별자치시","계","27세",3832.5
"세종특별자치시","계","28세",4166.5
"세종특별자치시","계","29세",4629
"세종특별자치시","계","30세",4920.5
"세종특별자치시","계","31세",5331
"세종특별자치시","계","32세",5749
"세종특별자치시","계","33세",5719.5
"세종특별자치시","계","34세",5726
"세종특별자치시","계","35세",5945.5
"세종특별자치시","계","36세",6104
"세종특별자치시","계","37세",6302.5
"세종특별자치시","계","38세",6507
"세종특별자치시","계","39세",6672.5
"세종특별자치시","계","40세",7187.5
"세종특별자치시","계","41세",8128
"세종특별자치시","계","42세",8619.5
"세종특별자치시","계","43세",8516.5
"세종특별자치시","계","44세",8434
"세종특별자치시","계","45세",7695
"세종특별자치시","계","46세",7234.5
"세종특별자치시","계","47세",7215
"세종특별자치시","계","48세",6913.5
"세종특별자치시","계","49세",6976
"세종특별자치시","계","50세",7005.5
"세종특별자치시","계","51세",6601.5
"세종특별자치시","계","52세",6450
"세종특별자치시","계","53세",6227.5
"세종특별자치시","계","54세",5745
"세종특별자치시","계","55세",5473
"세종특별자치시","계","56세",5042.5
"세종특별자치시","계","57세",4474.5
"세종특별자치시","계","58세",4258
"세종특별자치시","계","59세",4322.5
"세종특별자치시","계","60세",4056.5
"세종특별자치시","계","61세",4037.5
"세종특별자치시","계","62세",4398
"세종특별자치시","계","63세",4420.5
"세종특별자치시","계","64세",4138
"세종특별자치시","계","65세",3723.5
"세종특별자치시","계","66세",3563
"세종특별자치시","계","67세",3340.5
"세종특별자치시","계","68세",3207
"세종특별자치시","계","69세",2982
"세종특별자치시","계","70세",2423.5
"세종특별자치시","계","71세",2266.5
"세종특별자치시","계","72세",2009
"세종특별자치시","계","73세",1741.5
"세종특별자치시","계","74세",1834.5
"세종특별자치시","계","75세",1706.5
"세종특별자치시","계","76세",1559.5
"세종특별자치시","계","77세",1352
"세종특별자치시","계","78세",1111
"세종특별자치시","계","79세",1074
"세종특별자치시","계","80세 이상",9906
"세종특별자치시","계","80세",1085.5
"세종특별자치시","계","81세",1170.5
"세종특별자치시","계","82세",1152.5
"세종특별자치시","계","83세",919.5
"세종특별자치시","계","84세",842
"세종특별자치시","계","85세 이상",4736
"세종특별자치시","계","85세",776
"세종특별자치시","계","86세",675.5
"세종특별자치시","계","87세",617
"세종특별자치시","계","88세",578.5
"세종특별자치시","계","89세",483.5
"세종특별자치시","계","90세",397.5
"세종특별자치시","계","91세",313
"세종특별자치시","계","92세",232.5
"세종특별자치시","계","93세",177.5
"세종특별자치시","계","94세",153
"세종특별자치시","계","95세",117
"세종특별자치시","계","96세",78
"세종특별자치시","계","97세",53
"세종특별자치시","계","98세",32
"세종특별자치시","계","99세",14.5
"세종특별자치시","계","100세 이상",37.5
"세종특별자치시","남자","계",193000.5
"세종특별자치시","남자","0세",1364
"세종특별자치시","남자","1세",1506.5
"세종특별자치시","남자","2세",1714.5
"세종특별자치시","남자","3세",1847
"세종특별자치시","남자","4세",1991.5
"세종특별자치시","남자","5세",2197.5
"세종특별자치시","남자","6세",2419.5
"세종특별자치시","남자","7세",2664
"세종특별자치시","남자","8세",2917
"세종특별자치시","남자","9세",2935.5
"세종특별자치시","남자","10세",2859.5
"세종특별자치시","남자","11세",2937
"세종특별자치시","남자","12세",2960
"세종특별자치시","남자","13세",2900.5
"세종특별자치시","남자","14세",2757
